Google Adwords Perfomance
February 16 2015, February 22 2015
Brand
date,ad_id,strategy_group,description,spend,spend_wfees,impressions,clicks
2015-02-18 00:00:00,7832,team_orange,Did you know there are 100s of bananas? Click here to find out more!,147.21,152.52,7420.0,1688.0
2015-02-18 00:00:00,9079,team_banana,Did you know there are 100s of bananas? Click here to find out more!,925.84,931.48,1502.0,350.0
2015-02-18 00:00:00,8005,team_banana,Did you know there are 100s of bananas? Click here to find out more!,97.05,105.38,7867.0,778.0
2015-02-18 00:00:00,2519,team_orange,Did you know there are 100s of bananas? Click here to find out more!,539.41,540.05,3751.0,348.0
2015-02-18 00:00:00,6982,team_orange,Did you know there are 100s of bananas? Click here to find out more!,483.65,489.77,7992.0,1104.0
2015-02-18 00:00:00,9309,team_banana,Did you know there are 100s of bananas? Click here to find out more!,242.55,249.07,2640.0,25.0
2015-02-18 00:00:00,4836,team_orange,Did you know there are 100s of bananas? Click here to find out more!,443.47,448.76,9505.0,191.0
2015-02-18 00:00:00,8923,team_banana,Did you know there are 100s of bananas? Click here to find out more!,686.74,692.98,7077.0,15.0
2015-02-18 00:00:00,8034,team_banana,Did you know there are 100s of bananas? Click here to find out more!,804.88,811.76,6709.0,1425.0
2015-02-18 00:00:00,4458,team_orange,Did you know there are 100s of bananas? Click here to find out more!,473.16,482.37,8006.0,1910.0
2015-02-18 00:00:00,7779,team_banana,Did you know there are 100s of bananas? Click here to find out more!,318.33,323.71,2479.0,505.0
2015-02-18 00:00:00,4585,team_orange,Did you know there are 100s of bananas? Click here to find out more!,711.56,714.76,9242.0,2056.0
2015-02-18 00:00:00,7528,team_banana,Did you know there are 100s of bananas? Click here to find out more!,317.9,319.15,8468.0,1283.0
2015-02-18 00:00:00,2703,team_banana,Did you know there are 100s of bananas? Click here to find out more!,622.51,631.06,6184.0,111.0
2015-02-18 00:00:00,7224,team_orange,Did you know there are 100s of bananas? Click here to find out more!,676.97,681.19,3476.0,747.0
2015-02-18 00:00:00,10000,team_banana,Did you know there are 100s of bananas? Click here to find out more!,5.37,15.09,3804.0,467.0
2015-02-19 00:00:00,7224,team_orange,Did you know there are 100s of bananas? Click here to find out more!,540.16,548.79,8511.0,376.0
2015-02-19 00:00:00,8923,team_banana,Did you know there are 100s of bananas? Click here to find out more!,959.48,969.13,1697.0,91.0
2015-02-19 00:00:00,1763,team_orange,Did you know there are 100s of bananas? Click here to find out more!,157.15,167.01,5322.0,894.0
2015-02-19 00:00:00,8034,team_banana,Did you know there are 100s of bananas? Click here to find out more!,290.9,295.77,8910.0,753.0
2015-02-19 00:00:00,4458,team_orange,Did you know there are 100s of bananas? Click here to find out more!,382.24,382.87,126.0,2.0
2015-02-19 00:00:00,4585,team_orange,Did you know there are 100s of bananas? Click here to find out more!,631.28,635.56,2796.0,226.0
2015-02-19 00:00:00,4887,team_orange,Did you know there are 100s of bananas? Click here to find out more!,102.28,102.73,5691.0,850.0
2015-02-19 00:00:00,2703,team_banana,Did you know there are 100s of bananas? Click here to find out more!,81.18,81.93,288.0,16.0
2015-02-19 00:00:00,7528,team_banana,Did you know there are 100s of bananas? Click here to find out more!,955.44,962.0,6629.0,1533.0
2015-02-19 00:00:00,8005,team_banana,Did you know there are 100s of bananas? Click here to find out more!,430.34,439.72,5075.0,792.0
2015-02-19 00:00:00,2519,team_orange,Did you know there are 100s of bananas? Click here to find out more!,173.67,181.28,4342.0,253.0
2015-02-19 00:00:00,7832,team_orange,Did you know there are 100s of bananas? Click here to find out more!,660.14,662.11,6527.0,570.0
2015-02-19 00:00:00,3354,team_banana,Did you know there are 100s of bananas? Click here to find out more!,865.33,868.93,2406.0,207.0
2015-02-19 00:00:00,4836,team_orange,Did you know there are 100s of bananas? Click here to find out more!,76.25,77.94,3950.0,229.0
2015-02-19 00:00:00,4088,team_orange,Did you know there are 100s of bananas? Click here to find out more!,754.29,757.73,4776.0,1055.0
2015-02-19 00:00:00,7779,team_banana,Did you know there are 100s of bananas? Click here to find out more!,732.54,739.17,8200.0,403.0
2015-02-19 00:00:00,6982,team_orange,Did you know there are 100s of bananas? Click here to find out more!,665.24,672.22,7431.0,899.0
2015-02-19 00:00:00,9079,team_banana,Did you know there are 100s of bananas? Click here to find out more!,227.26,227.9,9860.0,798.0
2015-02-19 00:00:00,10000,team_banana,Did you know there are 100s of bananas? Click here to find out more!,455.95,459.61,5667.0,639.0
2015-02-19 00:00:00,9309,team_banana,Did you know there are 100s of bananas? Click here to find out more!,962.08,971.14,289.0,39.0
2015-02-20 00:00:00,7779,team_banana,Did you know there are 100s of bananas? Click here to find out more!,517.24,519.14,4264.0,653.0
2015-02-20 00:00:00,6982,team_orange,Did you know there are 100s of bananas? Click here to find out more!,901.4,907.01,3145.0,275.0
2015-02-20 00:00:00,4585,team_orange,Did you know there are 100s of bananas? Click here to find out more!,993.46,994.63,6940.0,1051.0
2015-02-20 00:00:00,4836,team_orange,Did you know there are 100s of bananas? Click here to find out more!,786.21,792.22,4976.0,51.0
2015-02-20 00:00:00,10000,team_banana,Did you know there are 100s of bananas? Click here to find out more!,41.6,41.74,4664.0,454.0
2015-02-20 00:00:00,8923,team_banana,Did you know there are 100s of bananas? Click here to find out more!,489.46,490.52,9110.0,455.0
2015-02-20 00:00:00,7528,team_banana,Did you know there are 100s of bananas? Click here to find out more!,463.99,468.83,7736.0,1819.0
2015-02-20 00:00:00,4887,team_orange,Did you know there are 100s of bananas? Click here to find out more!,173.0,174.22,583.0,13.0
2015-02-20 00:00:00,2519,team_orange,Did you know there are 100s of bananas? Click here to find out more!,571.07,580.43,4507.0,766.0
2015-02-20 00:00:00,4088,team_orange,Did you know there are 100s of bananas? Click here to find out more!,119.61,123.53,1830.0,241.0
2015-02-20 00:00:00,2703,team_banana,Did you know there are 100s of bananas? Click here to find out more!,128.81,136.61,9946.0,1151.0
2015-02-20 00:00:00,9309,team_banana,Did you know there are 100s of bananas? Click here to find out more!,873.31,874.96,9048.0,1154.0
2015-02-20 00:00:00,9079,team_banana,Did you know there are 100s of bananas? Click here to find out more!,275.78,285.39,3792.0,168.0
2015-02-20 00:00:00,3354,team_banana,Did you know there are 100s of bananas? Click here to find out more!,571.59,576.44,4888.0,718.0
2015-02-20 00:00:00,7832,team_orange,Did you know there are 100s of bananas? Click here to find out more!,444.99,450.27,6356.0,349.0
2015-02-20 00:00:00,1763,team_orange,Did you know there are 100s of bananas? Click here to find out more!,255.42,259.31,1443.0,141.0
2015-02-20 00:00:00,8034,team_banana,Did you know there are 100s of bananas? Click here to find out more!,260.32,265.75,8230.0,653.0
2015-02-20 00:00:00,8005,team_banana,Did you know there are 100s of bananas? Click here to find out more!,242.73,247.91,6055.0,374.0
2015-02-20 00:00:00,7224,team_orange,Did you know there are 100s of bananas? Click here to find out more!,839.19,842.48,2587.0,195.0
2015-02-20 00:00:00,4458,team_orange,Did you know there are 100s of bananas? Click here to find out more!,944.74,947.11,1003.0,153.0
2015-02-21 00:00:00,7832,team_orange,Did you know there are 100s of bananas? Click here to find out more!,711.81,719.8,2477.0,225.0
2015-02-21 00:00:00,7224,team_orange,Did you know there are 100s of bananas? Click here to find out more!,962.47,967.17,4047.0,748.0
2015-02-21 00:00:00,6982,team_orange,Did you know there are 100s of bananas? Click here to find out more!,682.48,691.3,557.0,91.0
2015-02-21 00:00:00,8923,team_banana,Did you know there are 100s of bananas? Click here to find out more!,148.23,153.24,103.0,17.0
2015-02-21 00:00:00,3354,team_banana,Did you know there are 100s of bananas? Click here to find out more!,486.98,489.1,3540.0,342.0
2015-02-21 00:00:00,4585,team_orange,Did you know there are 100s of bananas? Click here to find out more!,53.98,56.73,3803.0,395.0
2015-02-21 00:00:00,9309,team_banana,Did you know there are 100s of bananas? Click here to find out more!,327.02,335.47,5964.0,855.0
2015-02-21 00:00:00,8005,team_banana,Did you know there are 100s of bananas? Click here to find out more!,782.12,787.83,7004.0,927.0
2015-02-21 00:00:00,1763,team_orange,Did you know there are 100s of bananas? Click here to find out more!,645.95,654.69,8558.0,1505.0
2015-02-21 00:00:00,10000,team_banana,Did you know there are 100s of bananas? Click here to find out more!,776.36,781.0,9438.0,631.0
2015-02-21 00:00:00,8034,team_banana,Did you know there are 100s of bananas? Click here to find out more!,454.25,458.69,5342.0,636.0
2015-02-21 00:00:00,9079,team_banana,Did you know there are 100s of bananas? Click here to find out more!,969.99,974.62,372.0,37.0
2015-02-21 00:00:00,7779,team_banana,Did you know there are 100s of bananas? Click here to find out more!,95.37,96.07,7058.0,847.0
2015-02-21 00:00:00,2703,team_banana,Did you know there are 100s of bananas? Click here to find out more!,525.32,533.63,6636.0,1335.0
2015-02-21 00:00:00,4088,team_orange,Did you know there are 100s of bananas? Click here to find out more!,711.69,714.94,1695.0,361.0
2015-02-21 00:00:00,4458,team_orange,Did you know there are 100s of bananas? Click here to find out more!,650.28,654.2,2555.0,356.0
2015-02-21 00:00:00,2519,team_orange,Did you know there are 100s of bananas? Click here to find out more!,76.37,81.89,1004.0,201.0
2015-02-21 00:00:00,4887,team_orange,Did you know there are 100s of bananas? Click here to find out more!,716.35,721.58,7569.0,18.0
2015-02-21 00:00:00,7528,team_banana,Did you know there are 100s of bananas? Click here to find out more!,109.28,119.24,1011.0,11.0
2015-02-21 00:00:00,4836,team_orange,Did you know there are 100s of bananas? Click here to find out more!,273.06,281.43,2426.0,322.0
2015-02-22 00:00:00,3354,team_banana,Did you know there are 100s of bananas? Click here to find out more!,766.92,768.33,6791.0,764.0
2015-02-22 00:00:00,7528,team_banana,Did you know there are 100s of bananas? Click here to find out more!,873.21,876.33,5044.0,940.0
2015-02-22 00:00:00,4088,team_orange,Did you know there are 100s of bananas? Click here to find out more!,484.97,493.77,2768.0,299.0
2015-02-22 00:00:00,9079,team_banana,Did you know there are 100s of bananas? Click here to find out more!,723.72,730.34,8497.0,12.0
2015-02-22 00:00:00,7832,team_orange,Did you know there are 100s of bananas? Click here to find out more!,924.79,928.17,2874.0,534.0
2015-02-22 00:00:00,9309,team_banana,Did you know there are 100s of bananas? Click here to find out more!,156.14,160.4,1906.0,39.0
2015-02-22 00:00:00,8005,team_banana,Did you know there are 100s of bananas? Click here to find out more!,763.36,770.89,1329.0,318.0
2015-02-22 00:00:00,10000,team_banana,Did you know there are 100s of bananas? Click here to find out more!,188.71,193.77,8614.0,1594.0
2015-02-22 00:00:00,6982,team_orange,Did you know there are 100s of bananas? Click here to find out more!,18.05,26.38,2632.0,274.0
2015-02-22 00:00:00,4458,team_orange,Did you know there are 100s of bananas? Click here to find out more!,961.73,965.78,9027.0,581.0
2015-02-22 00:00:00,4836,team_orange,Did you know there are 100s of bananas? Click here to find out more!,416.49,421.04,7205.0,1688.0
2015-02-22 00:00:00,7779,team_banana,Did you know there are 100s of bananas? Click here to find out more!,128.82,129.35,3166.0,609.0
2015-02-22 00:00:00,8034,team_banana,Did you know there are 100s of bananas? Click here to find out more!,242.77,245.86,1469.0,230.0
2015-02-22 00:00:00,7224,team_orange,Did you know there are 100s of bananas? Click here to find out more!,921.07,928.77,3242.0,505.0
2015-02-22 00:00:00,1763,team_orange,Did you know there are 100s of bananas? Click here to find out more!,422.15,425.13,7423.0,371.0
2015-02-22 00:00:00,4887,team_orange,Did you know there are 100s of bananas? Click here to find out more!,894.68,898.83,7805.0,1568.0
2015-02-22 00:00:00,8923,team_banana,Did you know there are 100s of bananas? Click here to find out more!,142.38,147.88,2044.0,288.0
2015-02-22 00:00:00,2519,team_orange,Did you know there are 100s of bananas? Click here to find out more!,58.46,62.1,3968.0,144.0
2015-02-22 00:00:00,2703,team_banana,Did you know there are 100s of bananas? Click here to find out more!,884.96,889.63,2474.0,597.0
2015-02-22 00:00:00,4585,team_orange,Did you know there are 100s of bananas? Click here to find out more!,404.33,408.6,364.0,10.0
---,---,---,---,71204.89,71909.66,722392,89255
